type,circuit,level,name,comment,qq,zz,pbsb,id,*name,part,type,divisor/values,unit,comment
*r,
*w,
r,Memory,,Ram,RAM data,,,0900,,address,m,UIN,,,Startadresse,count,m,UCH,,,number of bytes,data,,HEX,,,Datenbytes
w,Memory,install,Ram,RAM data,,,0901,,address,m,UIN,,,Startadresse,data,,HEX,,,Datenbytes
r,Memory,,Eeprom,EEPROM data,,,0902,,address,m,UIN,,,Startadresse,count,m,UCH,,,number of bytes,data,,HEX,,,Datenbytes
w,Memory,install,Eeprom,EEPROM data,,,0903,,address,m,UIN,,,Startadresse,data,,HEX,,,Datenbytes
