type,circuit,level,name,comment,qq,zz,pbsb,id,*name,part,type,divisor/values,unit,comment
*r,
*w,
r,,,VentIntensityDay,Read Ventilation Intensity Day,,,b513,048a03,value,,IGN:2,,,,value,,UCH,,,
r,,,VentIntensityNight,Read Ventilation Intensity Night,,,b513,048b03,value,,IGN:2,,,,value,,UCH,,,
r,,,VentHeatRecovery,Read Heat Recovery,,,b513,048c03,value,,IGN:2,,,,value,,UCH,0=auto;1=on;2=off,,
w,,,SetVentIntensity1,Set Ventilation Intensity 1,,,b509,0e8a0301,
w,,,SetVentIntensity2,Set Ventilation Intensity 2,,,b509,0e8a0302,
w,,,SetVentIntensity3,Set Ventilation Intensity 3,,,b509,0e8a0303,
w,,,SetVentIntensity4,Set Ventilation Intensity 4,,,b509,0e8a0304,
w,,,SetVentIntensity5,Set Ventilation Intensity 5,,,b509,0e8a0305,
w,,,SetVentIntensity6,Set Ventilation Intensity 6,,,b509,0e8a0306,
w,,,SetVentHeatRecoveryAuto,Set Heat Recovery Auto,,,b509,0e8c0300,
w,,,SetVentHeatRecoveryOn,Turn On Heat Recovery,,,b509,0e8c0301,
w,,,SetVentHeatRecoveryOff,Turn Off Heat Recovery,,,b509,0e8c0302,
w,,,SetVentDay,Set Ventilation Day,,,b509,b522000200ffff,
w,,,SetVentNight,Set Ventilation Night,,,b509,b522000100ffff,
w,,,SetVentBoost,Activate Boost Ventilation,,,b509,b522000300ffff,
r,,,BypassPosition,Position of Bypass Flap,,,b509,290b0e,value,,IGN:2,,,,value,,UIN,10,,
r,,,TempOutsideAir,Outside Air Temperature,,,b509,290c0e,value,,IGN:2,,,,temp,,D2C,,°C,temperature,sensor,,UCH,0=ok;85=circuit;170=cutoff,,sensor status
r,,,TempOutgoingAir,Outgoing Air Temperature,,,b509,290d0e,value,,IGN:2,,,,temp,,D2C,,°C,temperature,sensor,,UCH,0=ok;85=circuit;170=cutoff,,sensor status
r,,,TempWasteAir,Waste Air Temperature,,,b509,29b40d,value,,IGN:2,,,,temp,,D2C,,°C,temperature,sensor,,UCH,0=ok;85=circuit;170=cutoff,,sensor status
r,,,TempInletAir,Inlet Air Temperature,,,b509,29b30d,value,,IGN:2,,,,temp,,D2C,,°C,temperature,sensor,,UCH,0=ok;85=circuit;170=cutoff,,sensor status
r,,,HumiWasteAir,Relative Humidity Waste Air,,,b509,298503,value,,IGN:2,,,,value,,D2C,,%,
r,,,FrostProtection,Frost Protection Element Active,,,b509,29f10c,value,,IGN:2,,,,value,,UCH,0=off;1=on,,
r,,,PreferredTemp,desired temperature,,,b509,29140e,value,,IGN:2,,,,value,,D2C,,°C,temperature
r,,,FlowActual,Current Volume Flow,,,b509,29030e,value,,IGN:2,,,,value,,UIN,,m3/h,
